Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
chapter0s2_6f4c0590		That's not exactly true, but it doesn't look good for me.	game/chapter1.rpy	245	"[what]"
chapter1_2a6c4a9a	T	Ow!	game/chapter1.rpy	255	T "[what]"
chapter1_0bf699d3		The training sword hits me.	game/chapter1.rpy	256	"[what]"
chapter1_b79ce786	M	Your posture is terrible. Spread your feet so you can move easier.	game/chapter1.rpy	262	M "[what]"
chapter1_ee94da85		Before I can react, he comes at me again.	game/chapter1.rpy	265	"[what]"
chapter1_0fe3d9d0		This time, the blow hits me in the chest; I stumble back.	game/chapter1.rpy	269	"[what]"
chapter1_99507f63	T	Hey, I wasn't ready yet!	game/chapter1.rpy	272	T "[what]"
chapter1_7573fbcc	M	The enemy doesn't wait.	game/chapter1.rpy	277	M "[what]"
chapter1_271e624f	T	Ow!	game/chapter1.rpy	282	T "[what]"
chapter1_0abb6a83	M	Stop crying.	game/chapter1.rpy	284	M "[what]"
chapter1_16004bc9		I raise my sword to block his attack.	game/chapter1.rpy	286	"[what]"
chapter1_aad53a9f		I knock his sword back and regain my fighting stance.	game/chapter1.rpy	288	"[what]"
chapter1_8fb168c0	T	You're going easy on me. How patronizing.	game/chapter1.rpy	290	T "[what]"
chapter1_1c72938c		I go for a lunge. Magnus dodges it with ease.	game/chapter1.rpy	292	"[what]"
chapter1_406fac3d	M	It's no wonder Bentis always keeps you up here. You fight like you've never held a sword!	game/chapter1.rpy	296	M "[what]"
chapter1_07c68c0f		I go for an overhead strike but Magnus parries.	game/chapter1.rpy	298	"[what]"
chapter1_b23d4942	T	I don't see the point in this kind of training. I'm a firefly.	game/chapter1.rpy	300	T "[what]"
chapter1_248fbd62	M	Well fly away then!	game/chapter1.rpy	303	M "[what]"
chapter1_b3f25747		I curve my strike to get Magnus from the side, but he leaps out of the way.	game/chapter1.rpy	306	"[what]"
chapter1_0bc8a53f		I wind up another attack; this one is hard and fast, but Magnus evades the strike again.	game/chapter1.rpy	308	"[what]"
chapter1_9855f11d		As Magnus and I practice on the mat, our reserve engineer Laverna stands at the side, twirling her training sword while she watches.	game/chapter1.rpy	309	"[what]"
chapter1_39458c54		Every so often she chimes in with expert advice.	game/chapter1.rpy	310	"[what]"
chapter1_0ead09a7	L	Situational awareness, that’s how you win!	game/chapter1.rpy	313	L "[what]"
chapter1_0c617055		Magnus's training sword comes down on my head again and again	game/chapter1.rpy	316	"[what]"
chapter1_9979c6f6	T	Ow. Stop.	game/chapter1.rpy	320	T "[what]"
chapter1_78df3b61		He kicks me in the stomach and I crumble to the floor.	game/chapter1.rpy	322	"[what]"
chapter1_32cb14bc	T	Garh!	game/chapter1.rpy	324	T "[what]"
chapter1_17a617df	L	Wow, Tallara! You're really bad at this!	game/chapter1.rpy	327	L "[what]"
chapter1_bad35111	T	Shut up!	game/chapter1.rpy	330	T "[what]"
chapter1_d82fe713		My head rings. Partly from pain and partly from the humiliation.	game/chapter1.rpy	333	"[what]"
chapter1_0724a7d0		Magnus sheaths his training sword. While I try to get up, he throws me a towel. It lands on the rubber mat by my head.	game/chapter1.rpy	334	"[what]"
chapter1_d1dfeca6	M	We're done for today.	game/chapter1.rpy	338	M "[what]"
chapter1_5176937f		I struggle to my feet.	game/chapter1.rpy	340	"[what]"
chapter1_f27ccd2e	T	Can we not do this again?	game/chapter1.rpy	343	T "[what]"
chapter1_39737de3	M	You heard Bentis, I'm supposed to {i}train{/i} you every day.	game/chapter1.rpy	347	M "[what]"
chapter1_8f5dc5d4		I ache just thinking about it.	game/chapter1.rpy	348	"[what]"
chapter1_56601814	L	Yeah, you've gotta train until you get on our level.	game/chapter1.rpy	353	L "[what]"
chapter1_fa00b15d	M	You're going to participate too, Laverna, starting tomorrow.	game/chapter1.rpy	358	M "[what]"
chapter1_3fb986c8	L	Aww, why?	game/chapter1.rpy	361	L "[what]"
chapter1_0dee1a88	M	Because you're worse than he is.	game/chapter1.rpy	364	M "[what]"
chapter1_d0ac1e13		Laverna shrugs. She doesn't seem to mind.	game/chapter1.rpy	366	"[what]"
chapter1_094beb88		I hold my bruised ribs and all three of us make our way to the door.	game/chapter1.rpy	369	"[what]"
chapter1_3be395e3		On the way back to the berth, we pass a porthole.	game/chapter1.rpy	373	"[what]"
chapter1_1ef217bd	L	The smoke from the Capital is finally clearing.	game/chapter1.rpy	376	L "[what]"
chapter1_fd91b6af	M	I should have been down there fighting.	game/chapter1.rpy	380	M "[what]"
chapter1_453e09db		We stand in silence for a moment. I'm starting to think the scenery here isn't so bad.	game/chapter1.rpy	383	"[what]"
chapter1_75f3711e		The Erebus is a Leviathan-class airship from my country. Without it these people wouldn't have a fighting chance.	game/chapter1.rpy	384	"[what]"
chapter1_ccd00ca3		I might have considered it a humanitarian effort, if not for all the guns.	game/chapter1.rpy	385	"[what]"
chapter1_0d48086f	Intercom	The 25th and 33rd flanker sections will be arriving momentarily. Secure all loose objects and prepare for immediate tethering.	game/chapter1.rpy	388	Intercom "[what]"
chapter1_81f28a64		The floor shifts beneath me and I get the sensation of the ship descending.	game/chapter1.rpy	390	"[what]"
chapter1_a79bbae7		I hate this feeling.	game/chapter1.rpy	391	"[what]"
chapter1_852f3e78	M	Come on, lets get all this gear put away.	game/chapter1.rpy	395	M "[what]"
chapter1_df804ab0		We enter the flanker berth and the automatic door closes behind us.	game/chapter1.rpy	401	"[what]"
chapter1_584d965f		Ribbons of sunlight stream in through the channels in the ceiling.	game/chapter1.rpy	402	"[what]"
chapter1_a18f4b12		I stow my equipment in my locker. Across the room, Laverna just shoves hers under a bed.	game/chapter1.rpy	403	"[what]"
chapter1_ecdb1a7e	T	When the 25th flankers gets back, I'm going to ask for a transfer.	game/chapter1.rpy	406	T "[what]"
chapter1_aa3c6779	M	Sieglinde isn't going to take you.	game/chapter1.rpy	410	M "[what]"
chapter1_e5629905	T	Bentis can't keep me sidelined forever.	game/chapter1.rpy	412	T "[what]"
chapter1_27db0dc8	L	Bentis can run his section however he wants. Just do what you're told.	game/chapter1.rpy	416	L "[what]"
chapter1_3cfe8768	L	If you hand-wash all his clothes for him, he might stop leaving you behind.	game/chapter1.rpy	419	L "[what]"
chapter1_26c73a06	T	I'm highborn and not a maid, Laverna. Get in line with reality.	game/chapter1.rpy	421	T "[what]"
chapter1_65e2d466	M	Your ego is out of line with reality.	game/chapter1.rpy	425	M "[what]"
chapter1_ca74b2ab	T	It's not an ego thing, Magnus. It's my natural potential.	game/chapter1.rpy	427	T "[what]"
chapter1_2c1cfc2c	M	What’s that supposed to mean?	game/chapter1.rpy	430	M "[what]"
chapter1_de93f46a	T	My officer's commission was dropped because of a procedural issue, not because I wasn’t qualified.	game/chapter1.rpy	432	T "[what]"
chapter1_523b7849	M	Again with the officer crap...	game/chapter1.rpy	434	M "[what]"
chapter1_caec2d65		Magnus scoffs and slams his locker shut.	game/chapter1.rpy	437	"[what]"
chapter1_d5910eb0	M	I'm going to wait for Bentis in the debriefing room.	game/chapter1.rpy	439	M "[what]"
chapter1_bd13e945	L	What are you going to debrief on? Our hard fought victory against mud in the floorboards?	game/chapter1.rpy	443	L "[what]"
chapter1_2f8ad25c	M	I'm going to tell him if he ever leaves me behind with the Golden One again, he's going to come back to Tallara locked in the rookery living off seeds.	game/chapter1.rpy	447	M "[what]"
chapter1_dd3f498a	T	Well, I’m going to tell him-	game/chapter1.rpy	449	T "[what]"
chapter1_4fe10cc5	M	You're not going anywhere.	game/chapter1.rpy	452	M "[what]"
chapter1_0f09c1eb	T	Yeah? And why should I listen to you?	game/chapter1.rpy	454	T "[what]"
chapter1_1177b5ab	M	Because I’m your squad leader.	game/chapter1.rpy	457	M "[what]"
chapter1_70d009aa	T	You mean {i}reserve{/i} squad leader.	game/chapter1.rpy	459	T "[what]"
chapter1_95df9364	L	{i}Temporary{/i} reserve squad leader.	game/chapter1.rpy	463	L "[what]"
chapter1_9376c41b	M	Whatever you call it, I’m still in charge!	game/chapter1.rpy	467	M "[what]"
chapter1_17a31411		Laverna takes a book from her footlocker and climbs up to her bunk.	game/chapter1.rpy	468	"[what]"
chapter1_42091d1c	L	Well I'm staying here.	game/chapter1.rpy	470	L "[what]"
chapter1_2a06f57e	M	You're going to stay with Tallara instead of coming with me?	game/chapter1.rpy	474	M "[what]"
chapter1_552672cb	L	I'm sore.	game/chapter1.rpy	476	L "[what]"
chapter1_73c2667b	M	You didn't do anything.	game/chapter1.rpy	479	M "[what]"
chapter1_0dc4fa7d	M	...Fine, suit yourself.	game/chapter1.rpy	482	M "[what]"
chapter1_4db52ad7	L	...You know, you could {i}order{/i} me to go with you.	game/chapter1.rpy	486	L "[what]"
chapter1_e536a689		Magnus shrugs.	game/chapter1.rpy	487	"[what]"
chapter1_dd6f1500	M	I could.	game/chapter1.rpy	489	M "[what]"
chapter1_b4e1f065	L	You could even order me to do something embarrassing and I'd {i}have{/i} to do it.	game/chapter1.rpy	492	L "[what]"
chapter1_50040881	M	Thanks for the idea, but I'll pass for now.	game/chapter1.rpy	496	M "[what]"
chapter1_a9cebae5	L	Later, then?	game/chapter1.rpy	498	L "[what]"
chapter1_60481259	M	Just don’t make a mess while I’m gone.	game/chapter1.rpy	502	M "[what]"
chapter1_28d00043		The door shuts behind him.	game/chapter1.rpy	505	"[what]"
chapter1_0f30dba1	T	Are you going to do that every day?	game/chapter1.rpy	509	T "[what]"
chapter1_43e54a76	L	Do what?	game/chapter1.rpy	512	L "[what]"
chapter1_be92c11f	T	Flirt with your squad leader, obviously.	game/chapter1.rpy	515	T "[what]"
chapter1_592e7bd5	L	Haven't you heard of love, Tallara?	game/chapter1.rpy	518	L "[what]"
chapter1_46412c8d	T	No.	game/chapter1.rpy	520	T "[what]"
chapter1_3bbca04b		She shrugs.	game/chapter1.rpy	522	"[what]"
chapter1_435cbb56	L	I wouldn't expect you to understand. It's kind of a {i}people{/i} thing.	game/chapter1.rpy	524	L "[what]"
chapter1_99bc4ac7	L	This might surprise you, but I'm not normally left behind with the flunkies.	game/chapter1.rpy	527	L "[what]"
chapter1_067dea02	T	And who are you calling a flunky? Aren't you the new transfer?	game/chapter1.rpy	529	T "[what]"
chapter1_22b96b11	L	New to you. I was with the Helldogs first.	game/chapter1.rpy	532	L "[what]"
chapter1_1b4498ad	T	So how many times have you deployed from the Erebus?	game/chapter1.rpy	534	T "[what]"
chapter1_807604a6	L	I don’t know... Maybe five?	game/chapter1.rpy	537	L "[what]"
chapter1_d37918c0	T	...And I've been stuck on this ship the whole time.	game/chapter1.rpy	539	T "[what]"
chapter1_82e64b33		I sit back on my bunk. Laverna turns back to her book.	game/chapter1.rpy	541	"[what]"
chapter1_8914ca36	T	So, when you were out on a mission, did you ever see an Ice Wraith?	game/chapter1.rpy	547	T "[what]"
chapter1_68bebb01	L	A Wraith?	game/chapter1.rpy	550	L "[what]"
chapter1_21b069a6		She hesitates, then puts her book down.	game/chapter1.rpy	551	"[what]"
chapter1_90288619	L	Once. Not up close though.	game/chapter1.rpy	554	L "[what]"
chapter1_d1db5698	T	Really? What was it like?	game/chapter1.rpy	556	T "[what]"
chapter1_0a7b8ee3	L	I wasn’t exactly trying to introduce myself...	game/chapter1.rpy	559	L "[what]"
chapter1_30d7fb98	T	I didn't ask if it winked at you. What happened?	game/chapter1.rpy	561	T "[what]"
chapter1_159396d4	L	Well, it was huge. They're magic users too, you know.	game/chapter1.rpy	564	L "[what]"
chapter1_78e3c946	T	Yeah, I've heard.	game/chapter1.rpy	566	T "[what]"
chapter1_b30606ba	T	Since I'm a kickass mage, their powers won’t work on me.	game/chapter1.rpy	568	T "[what]"
chapter1_1bf51bdb	L	Well that should come in handy.	game/chapter1.rpy	571	L "[what]"
chapter1_40db0ac8	T	I wish Bentis would realize that. He doesn't have a lot of mana, you know.	game/chapter1.rpy	573	T "[what]"
chapter1_6ae4dc5e		Laverna rolls her eyes.	game/chapter1.rpy	574	"[what]"
chapter1_abc930ec	L	Tallara, war isn't a game. You shouldn't be so quick to rush into it.	game/chapter1.rpy	577	L "[what]"
chapter1_f84e8f82	T	Yeah, I know.	game/chapter1.rpy	579	T "[what]"
chapter1_d7435024	L	Bentis knows what he's doing. If he doesn't think you're ready, then you aren’t.	game/chapter1.rpy	582	L "[what]"
chapter1_8c0045d9	T	I can't believe you're taking his side.	game/chapter1.rpy	584	T "[what]"
chapter1_212ce326	L	And just so you know, I don't think you'd stand a chance against a Wraith either.	game/chapter1.rpy	587	L "[what]"
chapter1_b78f7f5e	L	An Ice Wraith cete ain't nothin' to mess with.	game/chapter1.rpy	589	L "[what]"
chapter1_048ab750	T	I'm nothing they want to mess with either.	game/chapter1.rpy	591	T "[what]"
chapter1_54f71970	L	You heard what they did in the capital, right?	game/chapter1.rpy	594	L "[what]"
chapter1_0db2a805	T	Yeah.	game/chapter1.rpy	596	T "[what]"
chapter1_7d12b4e8		The Wraiths had a whole team of Strikers frozen to the ground. They went down the line and executed them. Every single one.	game/chapter1.rpy	597	"[what]"
chapter1_fd483030		Some of the Illanians have put it this way: We're not fighting them. They're hunting us.	game/chapter1.rpy	598	"[what]"
chapter1_a13af371	T	Do you think fighting back will matter in the end?	game/chapter1.rpy	602	T "[what]"
chapter1_54160085		It takes a while before she responds.	game/chapter1.rpy	603	"[what]"
chapter1_fa02ffee	L	I'm sure everything matters in some way.	game/chapter1.rpy	606	L "[what]"
chapter1_64582981	T	But in a wider sense... We're not going to win a war with just one Airship.	game/chapter1.rpy	608	T "[what]"
chapter1_92123046	L	And?	game/chapter1.rpy	610	L "[what]"
chapter1_27543b15	T	Well, you know, it probably won't be long until The Erebus is recalled to Spire.	game/chapter1.rpy	612	T "[what]"
chapter1_63a553b9	L	That's what people have been saying.	game/chapter1.rpy	615	L "[what]"
chapter1_8b984b97	T	What will you do then? Go back to Aegris?	game/chapter1.rpy	617	T "[what]"
chapter1_f3190d21	L	There's nothing for me there. I'll keep fighting. Magnus will keep fighting too.	game/chapter1.rpy	620	L "[what]"
chapter1_a619febc	L	What about you?	game/chapter1.rpy	623	L "[what]"
chapter1_862df9d3	T	I can't go back to Spire without seeing some action; that would be a waste.	game/chapter1.rpy	625	T "[what]"
chapter1_70895036		The intercom sounds.	game/chapter1.rpy	628	"[what]"
chapter1_25139051	Intercom	All medical teams report to the deployment deck immediately.	game/chapter1.rpy	630	Intercom "[what]"
chapter1_2e66099f	L	Another medical alert...	game/chapter1.rpy	633	L "[what]"
chapter1_099f46e5		They've been happening more often. I lay back and try to block out the whine of the siren.	game/chapter1.rpy	635	"[what]"
chapter1_1a4c71c3		When I wake from my nap, Laverna is quietly tinkering with some clockwork {i}thing{/i} across the room.	game/chapter1.rpy	642	"[what]"
chapter1_1058a676		The door opens with a sudden swoosh. Magnus enters.	game/chapter1.rpy	644	"[what]"
chapter1_037d6642	L	Aww, honey, what took you so long?	game/chapter1.rpy	647	L "[what]"
chapter1_fdfa572f	L	Um... Where's everybody else?	game/chapter1.rpy	650	L "[what]"
chapter1_5d2d6a7a		Magnus looks more worn down than usual.	game/chapter1.rpy	653	"[what]"
chapter1_e2d80965	M	The whole 33rd is in the infirmary.	game/chapter1.rpy	655	M "[what]"
chapter1_d516ff2f	T	What happened to them?	game/chapter1.rpy	657	T "[what]"
chapter1_9eedb473		Magnus shakes his head.	game/chapter1.rpy	658	"[what]"
chapter1_9bc9c7fe	M	A search team had to tether them up. When they found them everyone was out cold.	game/chapter1.rpy	661	M "[what]"
chapter1_94eb737d	L	Are they awake now? We should go see them.	game/chapter1.rpy	665	L "[what]"
chapter1_1da90b46	M	I already tried. They’re in the quarantine ward so the doc wouldn't let me in. What’s worse is that nobody on this damn ship will tell me what happened!	game/chapter1.rpy	669	M "[what]"
chapter1_99c63e32		Laverna frowns.	game/chapter1.rpy	672	"[what]"
chapter1_ea08bd39	L	What could knockout a whole flanker section? Some kind of poison?	game/chapter1.rpy	674	L "[what]"
chapter1_f1d8bea5	M	All I know is they were found a mile away from the rendezvous point. They would have frozen to death if the search team didn't find them.	game/chapter1.rpy	678	M "[what]"
chapter1_70badb6b	M	Anyway, they're safe aboard the ship for now. We should get some sleep. I want you two ready for training tomorrow.	game/chapter1.rpy	680	M "[what]"
chapter1_5b963ab4	Intercom	We are now entering reserve power state. Goodnight, everyone.	game/chapter1.rpy	684	Intercom "[what]"
chapter1_04c6652a		The lights dim. The room shudders as the drive sails retracted for the evening; the only noise is the dull hum of the airship.	game/chapter1.rpy	687	"[what]"
chapter1_b1c07650		Only moonlight passes through the light channels.	game/chapter1.rpy	688	"[what]"
chapter1_9fb79201		In the morning, the ship is put on blue alert. Non-essential crew are confined to their berths. Naturally that means our training session has been cancelled.	game/chapter1.rpy	694	"[what]"
chapter1_ce0f1ebb		Laverna, Magnus, and I have been laying around in bed all day. On top of that, I still haven't had a thing to eat.	game/chapter1.rpy	695	"[what]"
chapter1_f6055f01	T	I’m so {i}bored!{/i}	game/chapter1.rpy	697	T "[what]"
chapter1_bcc4ed84	M	Stop whining.	game/chapter1.rpy	700	M "[what]"
chapter1_45b06797	M	If you’re so bored, you can sweep the floors again.	game/chapter1.rpy	703	M "[what]"
chapter1_bc3db192	T	Why do I have to clean when you're just sitting around.	game/chapter1.rpy	705	T "[what]"
chapter1_ea979726	M	I don't mind sitting around. You're the one who was looking for something to do. 	game/chapter1.rpy	708	M "[what]"
chapter1_2c125447	T	Screw this, I’m getting something to eat.	game/chapter1.rpy	710	T "[what]"
chapter1_3237e815		I slide off my bunk and head for the door.	game/chapter1.rpy	711	"[what]"
chapter1_1b46955a	M	You're not going anywhere. We can leave for essential functions only.	game/chapter1.rpy	714	M "[what]"
chapter1_c4dbd3a2	T	Eating {i}is{/i} an essential function.	game/chapter1.rpy	716	T "[what]"
chapter1_ae07919b	M	Go on and get in more trouble then, just leave me the hell out of it.	game/chapter1.rpy	720	M "[what]"
chapter1_a27ebe15		The passageways are nearly empty. I haven't been out during a blue alert before.	game/chapter1.rpy	724	"[what]"
chapter1_9bb93559		I manage to get to the galley without anybody questioning me.	game/chapter1.rpy	726	"[what]"
chapter1_ecd6bd12		All the tables are empty, but fortunately, it's open.	game/chapter1.rpy	727	"[what]"
chapter1_e390609f	T	Hi! May I have a quarter portion of grilled squab please?	game/chapter1.rpy	729	T "[what]"
chapter1_4664d693		The canteen lady gives me a blank look.	game/chapter1.rpy	730	"[what]"
chapter1_669f7fa4	Canteen	We're out of birds today.	game/chapter1.rpy	731	Canteen Server "[what]"
chapter1_8654b662		She puts a hunk of dry bread on my tray.	game/chapter1.rpy	732	"[what]"
chapter1_8c93ecc7	T	Um, don't you have anything with protein?	game/chapter1.rpy	734	T "[what]"
chapter1_fe81c0d1		The canteen server nods, reaches behind the counter..	game/chapter1.rpy	735	"[what]"
chapter1_c3a3fcf3		...and scoops a pile of sardines on top of the bread.	game/chapter1.rpy	737	"[what]"
chapter1_df4b2602	T	I'm supposed to eat this?	game/chapter1.rpy	739	T "[what]"
